age,date_account_created,date_first_booking,gender,Language_EN,Language_ZH,Country_US,Country_EUR,android,moweb,web,ios,Married,Children
54,8/17/2013,8/18/2013,M,1,0,1,0,1,0,1,0,1,3
49,8/18/2013,8/20/2013,U,1,0,1,0,1,0,1,0,1,3
28,8/18/2013,8/22/2013,U,1,0,0,1,1,0,1,0,1,1
34,8/19/2013,12/22/2013,M,1,0,0,0,0,1,1,0,0,1
31,8/19/2013,8/19/2013,U,1,0,1,0,1,0,1,0,1,2
31,8/19/2013,8/19/2013,M,1,0,1,0,0,1,1,0,0,1
62,8/19/2013,9/3/2013,F,1,0,0,1,1,0,0,0,1,1
31,8/19/2013,3/14/2014,M,1,0,1,0,0,1,1,0,1,1
53,8/19/2013,11/30/2013,M,1,0,1,0,1,0,1,0,1,1
36,8/19/2013,8/20/2013,M,1,0,1,0,1,0,1,0,1,1
43,8/19/2013,8/19/2013,M,1,0,1,0,1,0,1,0,1,1
26,8/20/2013,7/4/2014,F,1,0,1,0,0,1,1,0,1,1
58,8/20/2013,8/20/2013,F,1,0,1,0,1,0,1,0,1,2
33,8/20/2013,8/24/2013,M,1,0,1,0,1,0,1,0,1,1
39,8/20/2013,8/20/2013,M,1,0,1,0,0,1,1,0,0,1
44,8/20/2013,8/20/2013,F,1,0,1,0,1,0,1,0,1,2
32,8/20/2013,9/20/2013,F,1,0,1,0,1,0,1,0,1,1
39,8/20/2013,7/21/2014,M,1,0,0,0,1,0,1,0,1,1
46,8/20/2013,8/23/2013,M,1,0,1,0,1,0,1,0,0,1
31,8/21/2013,6/6/2014,U,1,0,1,0,1,0,1,0,1,1
28,8/21/2013,8/21/2013,M,1,0,1,0,0,1,1,0,1,1
25,8/21/2013,6/16/2014,F,1,0,0,1,1,0,1,0,1,1
32,8/21/2013,8/21/2013,F,1,0,0,1,0,1,1,0,1,1
20,8/21/2013,8/22/2013,M,0,0,1,0,1,0,1,0,1,0
53,8/21/2013,9/22/2013,F,1,0,0,0,0,1,1,0,1,2
22,8/22/2013,8/25/2013,F,1,0,1,0,1,0,1,0,1,0
41,8/22/2013,9/17/2013,F,1,0,1,0,0,1,1,0,1,1
30,8/22/2013,8/25/2013,U,1,0,0,1,1,0,1,0,1,1
26,8/22/2013,9/6/2013,M,1,0,1,0,0,1,1,0,1,1
87,8/22/2013,8/24/2013,M,1,0,1,0,1,0,1,0,1,3
40,8/22/2013,8/23/2013,U,1,0,1,0,1,0,1,0,1,1
27,8/22/2013,8/22/2013,M,1,0,1,0,1,0,1,0,1,1
42,8/22/2013,9/26/2013,F,1,0,1,0,1,0,1,0,1,3
39,8/23/2013,9/26/2013,M,1,0,1,0,1,0,1,0,0,1
34,8/23/2013,8/31/2013,U,1,0,1,0,1,0,1,0,1,3
105,8/23/2013,8/23/2013,M,1,0,1,0,1,0,1,0,1,3
36,8/23/2013,8/23/2013,M,1,0,1,0,1,0,1,0,1,2
19,8/23/2013,8/23/2013,U,1,0,1,0,1,0,1,0,0,0
45,8/23/2013,8/23/2013,U,1,0,1,0,1,0,1,0,1,2
27,8/23/2013,8/28/2013,F,0,1,0,1,1,0,1,0,0,1
28,8/23/2013,8/25/2013,M,1,0,1,0,1,0,1,0,1,3
24,8/23/2013,12/28/2013,F,1,0,1,0,0,1,1,0,1,1
30,8/23/2013,9/11/2013,M,1,0,0,0,1,0,0,1,1,1
28,8/23/2013,8/24/2013,F,1,0,1,0,1,0,1,0,0,1
28,8/23/2013,8/28/2013,F,1,0,0,1,0,1,1,0,1,3
29,8/24/2013,9/5/2013,M,1,0,1,0,0,1,1,0,1,3
47,8/24/2013,5/16/2014,F,1,0,1,0,1,0,1,0,1,3
36,8/24/2013,8/25/2013,M,1,0,1,0,1,0,1,0,1,1
34,8/24/2013,8/25/2013,M,1,0,0,1,1,0,1,0,1,2
66,8/25/2013,8/29/2013,F,1,0,0,1,1,0,1,0,1,1
50,8/25/2013,8/26/2013,F,1,0,1,0,0,1,0,1,1,1
44,8/25/2013,9/7/2013,F,1,0,1,0,1,0,0,0,0,1
22,8/25/2013,11/12/2013,F,1,0,0,1,1,0,1,0,0,0
105,8/26/2013,9/5/2013,M,1,0,1,0,1,0,1,0,1,1
35,8/26/2013,9/17/2013,M,0,0,1,0,0,1,1,0,1,1
37,8/26/2013,9/1/2013,U,1,0,1,0,1,0,1,0,1,1
39,8/26/2013,8/27/2013,M,1,0,1,0,1,0,1,0,1,1
29,8/27/2013,8/27/2013,U,1,0,1,0,1,0,1,0,1,2
35,8/27/2013,9/10/2013,M,1,0,1,0,1,0,1,0,1,1
53,8/27/2013,9/4/2013,M,1,0,1,0,1,0,1,0,1,2
42,8/27/2013,9/2/2013,F,1,0,0,1,0,1,1,0,1,3
42,8/27/2013,9/15/2013,M,1,0,1,0,1,0,0,0,1,3
26,8/28/2013,1/4/2014,M,1,0,1,0,1,0,1,0,1,1
30,8/28/2013,8/30/2013,M,1,0,1,0,1,0,1,0,1,1
29,8/28/2013,6/28/2014,F,1,0,0,0,0,1,1,0,1,1
37,8/28/2013,8/28/2013,F,1,0,1,0,1,0,1,0,0,1
62,8/28/2013,9/19/2013,F,1,0,0,1,0,1,1,0,1,1
27,8/28/2013,9/4/2013,U,1,0,0,0,1,0,1,0,1,3
49,8/28/2013,8/30/2013,F,1,0,1,0,1,0,1,0,1,2
28,8/29/2013,10/22/2013,M,1,0,1,0,1,0,1,0,0,3
29,8/29/2013,9/3/2013,F,1,0,1,0,1,0,0,1,1,1
49,8/29/2013,8/30/2013,F,1,0,1,0,0,1,1,0,1,1
31,8/29/2013,8/30/2013,M,1,0,0,1,0,1,1,0,1,1
41,8/29/2013,9/3/2013,M,1,0,1,0,1,0,1,0,1,1
27,8/29/2013,1/12/2014,F,1,0,1,0,1,0,0,1,0,1
27,8/30/2013,9/1/2013,F,1,0,1,0,1,0,1,0,1,3
32,8/30/2013,9/4/2013,F,1,0,1,0,0,1,1,0,1,1
31,8/30/2013,9/30/2013,F,1,0,1,0,0,1,1,0,1,1
34,8/30/2013,11/27/2013,F,1,0,0,0,1,0,1,0,1,1
28,8/30/2013,8/30/2013,M,1,0,1,0,1,0,1,0,1,1
34,8/30/2013,8/14/2014,M,1,0,0,1,1,0,1,0,1,1
35,8/30/2013,9/2/2013,M,1,0,0,0,1,0,1,0,1,1
68,8/30/2013,4/5/2014,F,1,0,0,1,0,1,1,0,1,2
35,8/30/2013,8/30/2013,U,0,0,1,0,1,0,1,0,0,2
49,8/31/2013,9/1/2013,F,1,0,0,1,1,0,1,0,1,1
24,8/31/2013,9/22/2013,M,1,0,1,0,1,0,0,0,0,1
39,8/31/2013,8/3/2014,M,1,0,1,0,1,0,0,0,1,1
61,8/31/2013,8/31/2013,F,1,0,0,1,1,0,1,0,1,1
35,8/31/2013,4/20/2014,F,1,0,1,0,1,0,0,0,1,2
35,8/31/2013,8/31/2013,F,1,0,1,0,1,0,0,1,1,1
37,8/31/2013,10/11/2013,F,1,0,1,0,1,0,1,0,1,1
25,8/31/2013,9/2/2013,M,1,0,1,0,0,1,1,0,1,1
27,8/31/2013,9/4/2013,F,1,0,1,0,1,0,0,1,1,2
30,8/31/2013,9/7/2013,F,1,0,1,0,1,0,1,0,1,2
31,8/31/2013,9/12/2013,F,1,0,1,0,1,0,0,0,1,2
25,9/1/2013,9/1/2013,F,1,0,1,0,1,0,1,0,1,3
22,9/1/2013,9/1/2013,M,1,0,1,0,0,1,1,0,1,0
38,9/1/2013,9/1/2013,F,1,0,1,0,0,1,1,0,0,1
31,9/2/2013,9/2/2013,U,1,0,1,0,1,0,0,1,1,1
44,9/2/2013,8/7/2014,F,1,0,1,0,1,0,1,0,1,1
48,9/2/2013,10/10/2013,U,1,0,0,1,1,0,1,0,0,3
27,9/3/2013,8/18/2014,F,1,0,0,0,0,1,1,0,1,1
52,9/3/2013,6/23/2014,M,1,0,1,0,1,0,1,0,1,2
29,9/3/2013,9/4/2013,M,1,0,1,0,0,1,1,0,1,1
30,9/3/2013,9/3/2013,M,1,0,1,0,0,1,1,0,1,2
32,9/3/2013,9/4/2013,U,1,0,1,0,1,0,1,0,1,3
104,9/4/2013,9/6/2013,F,0,0,0,1,1,0,1,0,1,3
18,9/4/2013,9/4/2013,M,1,0,0,1,1,0,1,0,0,0
52,9/4/2013,2/11/2014,F,1,0,1,0,1,0,1,0,1,3
44,9/4/2013,9/9/2013,M,1,0,0,1,1,0,1,0,1,3
31,9/4/2013,9/14/2013,F,1,0,1,0,0,1,1,0,1,1
41,9/4/2013,1/2/2014,F,1,0,0,1,0,1,1,0,1,1
35,9/4/2013,9/5/2013,M,1,0,1,0,1,0,1,0,1,3
27,9/4/2013,9/7/2013,F,1,0,1,0,1,0,1,0,0,1
45,9/5/2013,12/13/2013,U,1,0,1,0,1,0,1,0,1,3
33,9/5/2013,9/5/2013,U,0,1,0,0,1,0,1,0,1,3
34,9/5/2013,9/5/2013,U,1,0,0,0,1,0,1,0,0,3
27,9/5/2013,9/17/2013,M,1,0,0,0,1,0,1,0,1,3
105,9/5/2013,9/6/2013,U,1,0,1,0,1,0,0,1,1,3
29,9/5/2013,9/7/2013,F,1,0,1,0,0,1,1,0,1,1
32,9/5/2013,12/11/2013,F,1,0,1,0,1,0,1,0,1,1
27,9/5/2013,9/5/2013,F,1,0,1,0,1,0,0,1,1,1
26,9/5/2013,9/5/2013,M,1,0,1,0,1,0,1,0,0,2
67,9/5/2013,11/24/2013,F,1,0,0,1,1,0,1,0,0,1
26,9/6/2013,9/8/2013,U,1,0,1,0,1,0,1,0,1,1
32,9/6/2013,9/6/2013,F,1,0,1,0,0,1,1,0,0,2
38,9/6/2013,10/16/2013,F,0,0,0,1,0,1,1,0,1,1
29,9/6/2013,9/30/2013,M,1,0,0,1,0,1,1,0,1,1
56,9/6/2013,9/8/2013,U,1,0,0,1,1,0,0,1,1,1
33,9/6/2013,8/1/2014,U,1,0,1,0,1,0,1,0,1,2
32,9/6/2013,9/7/2013,F,1,0,1,0,1,0,1,0,0,1
29,9/6/2013,9/6/2013,M,1,0,0,0,1,0,1,0,0,2
26,9/6/2013,9/7/2013,F,1,0,1,0,1,0,1,0,1,1
48,9/7/2013,9/12/2013,M,1,0,1,0,1,0,1,0,0,1
35,9/7/2013,9/9/2013,U,1,0,0,0,1,0,1,0,1,2
55,9/7/2013,9/9/2013,F,1,0,1,0,1,0,1,0,0,1
34,9/7/2013,10/9/2013,M,1,0,1,0,1,0,1,0,0,1
29,9/7/2013,5/6/2014,F,1,0,0,1,1,0,1,0,1,1
36,9/7/2013,9/8/2013,F,1,0,1,0,1,0,1,0,0,2
33,9/7/2013,9/11/2013,M,1,0,1,0,1,0,1,0,1,3
45,9/7/2013,9/15/2013,F,1,0,0,1,1,0,1,0,0,2
34,9/8/2013,9/15/2013,M,1,0,1,0,1,0,1,0,0,2
32,9/8/2013,9/8/2013,M,1,0,1,0,1,0,1,0,0,2
34,9/8/2013,9/9/2013,M,1,0,1,0,1,0,1,0,1,3
37,9/8/2013,9/8/2013,F,1,0,0,1,0,1,1,0,1,1
30,9/8/2013,7/27/2014,M,1,0,1,0,0,1,0,0,1,1
24,9/8/2013,9/8/2013,F,1,0,1,0,1,0,1,0,1,1
47,9/8/2013,7/18/2014,U,1,0,1,0,1,0,1,0,1,2
26,9/8/2013,9/9/2013,U,1,0,0,1,1,0,1,0,1,1
31,9/9/2013,9/9/2013,U,0,0,1,0,1,0,0,1,1,1
22,9/9/2013,9/12/2013,F,0,1,1,0,1,0,1,0,1,0
27,9/9/2013,9/10/2013,M,1,0,1,0,0,1,1,0,0,1
30,9/9/2013,10/16/2013,U,1,0,1,0,1,0,1,0,1,1
28,9/9/2013,5/20/2014,F,1,0,1,0,0,1,1,0,0,1
105,9/10/2013,9/10/2013,U,1,0,0,0,1,0,1,0,1,1
30,9/10/2013,9/20/2013,U,1,0,1,0,1,0,1,0,1,1
29,9/10/2013,9/10/2013,U,1,0,1,0,1,0,1,0,1,1
26,9/10/2013,9/10/2013,F,1,0,1,0,1,0,1,0,1,2
2014,9/10/2013,9/18/2013,F,1,0,0,0,1,0,1,0,1,1
39,9/10/2013,9/10/2013,M,1,0,0,0,0,1,1,0,1,3
27,9/10/2013,7/19/2014,F,1,0,1,0,1,0,1,0,1,1
27,9/10/2013,9/1/2014,U,1,0,1,0,1,0,0,1,1,1
33,9/10/2013,9/16/2013,M,1,0,0,0,1,0,1,0,1,1
32,9/10/2013,9/11/2013,M,1,0,0,0,1,0,1,0,1,1
27,9/11/2013,3/24/2014,M,0,0,0,0,0,1,0,1,1,1
31,9/11/2013,9/12/2013,U,1,0,1,0,1,0,1,0,1,1
46,9/11/2013,9/20/2013,U,1,0,0,0,1,0,1,0,0,1
64,9/12/2013,9/12/2013,M,1,0,1,0,1,0,1,0,0,3
28,9/12/2013,3/7/2014,M,1,0,1,0,1,0,1,0,1,1
35,9/12/2013,9/12/2013,M,1,0,1,0,1,0,1,0,1,1
49,9/12/2013,9/26/2013,U,1,0,1,0,1,0,1,0,1,1
29,9/13/2013,11/16/2013,F,1,0,0,0,0,1,1,0,1,3
27,9/13/2013,9/16/2013,M,1,0,1,0,1,0,1,0,1,1
35,9/13/2013,10/16/2013,F,1,0,0,0,1,0,1,0,0,1
31,9/13/2013,9/13/2013,F,1,0,1,0,1,0,1,0,1,1
28,9/13/2013,10/13/2013,F,1,0,1,0,0,1,1,0,1,1
35,9/13/2013,9/15/2013,U,1,0,1,0,1,0,1,0,1,3
30,9/13/2013,11/25/2013,U,1,0,1,0,1,0,1,0,1,1
44,9/14/2013,10/10/2013,M,1,0,1,0,1,0,1,0,1,1
23,9/14/2013,9/15/2013,F,1,0,1,0,0,1,1,0,1,2
37,9/14/2013,8/25/2014,F,1,0,1,0,1,0,1,0,0,1
35,9/14/2013,9/25/2013,U,1,0,0,0,1,0,1,0,1,1
37,9/14/2013,9/15/2013,F,1,0,0,0,1,0,1,0,1,1
24,9/14/2013,9/14/2013,M,1,0,1,0,0,1,1,0,0,2
35,9/14/2013,9/25/2013,F,1,0,0,1,0,1,1,0,1,1
37,9/14/2013,9/16/2013,M,1,0,1,0,0,1,0,1,0,1
34,9/14/2013,9/16/2013,F,1,0,1,0,1,0,1,0,1,3
46,9/15/2013,9/23/2013,M,1,0,1,0,1,0,1,0,1,2
25,9/15/2013,9/17/2013,F,1,0,1,0,0,1,1,0,1,1
62,9/15/2013,1/29/2014,F,1,0,1,0,1,0,1,0,1,1
33,9/15/2013,5/8/2014,M,1,0,1,0,1,0,1,0,1,2
105,9/15/2013,9/15/2013,F,1,0,1,0,1,0,1,0,1,1
37,9/16/2013,9/30/2013,F,1,0,1,0,1,0,1,0,0,2
26,9/16/2013,10/3/2013,M,1,0,0,0,1,0,1,0,1,1
57,9/16/2013,9/16/2013,F,1,0,1,0,1,0,1,0,1,2
31,9/16/2013,9/16/2013,M,1,0,1,0,1,0,1,0,1,3
45,9/16/2013,1/13/2014,M,1,0,1,0,0,1,1,0,1,1
39,9/17/2013,9/17/2013,F,1,0,1,0,0,1,1,0,1,2
29,9/17/2013,1/6/2014,M,1,0,0,0,0,1,0,0,1,1
31,9/17/2013,9/19/2013,U,1,0,0,1,1,0,1,0,1,1
38,9/17/2013,9/17/2013,U,1,0,1,0,1,0,1,0,1,1
31,9/17/2013,11/11/2013,F,1,0,1,0,1,0,1,0,1,3
50,9/17/2013,9/23/2013,U,0,0,1,0,1,0,1,0,1,1
26,9/17/2013,9/22/2013,U,1,0,1,0,1,0,1,0,1,1
30,9/17/2013,11/11/2013,U,1,0,1,0,1,0,1,0,1,2
26,9/18/2013,9/18/2013,M,1,0,1,0,0,1,1,0,1,1
37,9/18/2013,9/21/2013,F,1,0,0,0,1,0,1,0,0,1
26,9/18/2013,9/18/2013,U,1,0,1,0,1,0,1,0,1,1
30,9/18/2013,9/18/2013,F,1,0,1,0,0,1,1,0,1,3
54,9/18/2013,9/18/2013,F,1,0,1,0,0,1,1,0,1,3
41,9/18/2013,10/2/2013,M,1,0,1,0,1,0,1,0,1,1
31,9/18/2013,9/18/2013,M,1,0,0,1,1,0,1,0,0,1
60,9/18/2013,9/25/2013,F,1,0,1,0,1,0,1,0,1,1
55,9/18/2013,9/18/2013,F,1,0,1,0,0,1,0,1,0,1
29,9/18/2013,8/7/2014,F,1,0,1,0,0,1,1,0,1,3
35,9/18/2013,8/3/2014,F,1,0,1,0,1,0,1,0,0,2
61,9/18/2013,9/18/2013,U,1,0,1,0,1,0,1,0,1,1
32,9/18/2013,9/19/2013,M,1,0,1,0,1,0,1,0,0,1
56,9/18/2013,8/2/2014,F,1,0,1,0,1,0,1,0,1,1
40,9/18/2013,9/19/2013,M,1,0,0,1,0,1,1,0,1,1
65,9/18/2013,9/20/2013,U,1,0,1,0,1,0,1,0,1,1
28,9/18/2013,9/25/2013,F,1,0,1,0,0,1,1,0,1,1
66,9/19/2013,9/19/2013,U,1,0,1,0,1,0,1,0,1,1
34,9/19/2013,9/19/2013,U,1,0,1,0,1,0,1,0,1,1
41,9/19/2013,10/14/2013,F,1,0,1,0,1,0,1,0,1,1
32,9/19/2013,9/8/2014,M,0,0,1,0,1,0,1,0,0,1
29,9/19/2013,6/25/2014,M,1,0,1,0,0,1,1,0,1,1
24,9/19/2013,9/20/2013,F,1,0,1,0,0,1,1,0,1,2
35,9/19/2013,9/20/2013,F,1,0,0,1,0,1,0,1,1,2
28,9/19/2013,9/20/2013,F,1,0,0,1,1,0,1,0,1,1
26,9/19/2013,9/20/2013,M,1,0,1,0,1,0,1,0,1,2
27,9/19/2013,11/16/2013,F,1,0,0,1,1,0,1,0,1,1
31,9/19/2013,3/24/2014,F,1,0,1,0,1,0,1,0,1,1
27,9/20/2013,9/20/2013,M,1,0,1,0,1,0,1,0,1,1
32,9/20/2013,9/20/2013,M,1,0,1,0,0,1,1,0,1,1
46,9/20/2013,9/21/2013,F,1,0,1,0,0,1,1,0,1,1
30,9/20/2013,9/20/2013,M,1,0,1,0,1,0,1,0,1,2
26,9/20/2013,9/25/2013,F,1,0,1,0,0,1,1,0,1,1
62,9/20/2013,11/8/2013,U,1,0,0,1,1,0,1,0,1,1
24,9/20/2013,6/10/2014,U,1,0,1,0,1,0,0,1,1,1
33,9/20/2013,5/2/2014,M,1,0,1,0,1,0,1,0,0,3
30,9/20/2013,9/21/2013,M,1,0,1,0,0,1,1,0,1,1
24,9/20/2013,9/21/2013,U,1,0,0,1,1,0,1,0,1,2
38,9/20/2013,8/21/2014,M,1,0,1,0,1,0,1,0,1,1
33,9/21/2013,9/29/2013,F,1,0,0,1,0,1,1,0,0,1
34,9/21/2013,6/17/2014,M,1,0,0,1,1,0,1,0,1,3
33,9/21/2013,9/26/2013,U,1,0,1,0,1,0,1,0,0,3
36,9/21/2013,9/23/2013,M,1,0,0,0,1,0,1,0,1,3
32,9/21/2013,2/14/2014,U,1,0,1,0,1,0,0,1,1,1
52,9/21/2013,9/21/2013,F,1,0,1,0,0,1,1,0,1,2
27,9/21/2013,8/6/2014,F,1,0,1,0,1,0,1,0,1,3
36,9/21/2013,2/12/2014,F,1,0,0,1,1,0,1,0,1,3
20,9/21/2013,10/21/2013,F,1,0,1,0,0,1,1,0,1,0
27,9/22/2013,6/26/2014,F,1,0,0,0,0,1,1,0,1,1
27,9/22/2013,3/12/2014,F,1,0,1,0,1,0,1,0,0,1
57,9/22/2013,8/23/2014,F,1,0,1,0,1,0,1,0,1,1
30,9/22/2013,9/24/2013,F,1,0,1,0,1,0,0,0,1,1
41,9/22/2013,1/19/2014,M,1,0,1,0,1,0,1,0,0,1
39,9/22/2013,11/6/2013,U,1,0,1,0,1,0,1,0,1,1
52,9/22/2013,9/21/2014,F,1,0,1,0,1,0,1,0,1,1
32,9/22/2013,10/22/2013,F,1,0,0,0,1,0,1,0,1,1
64,9/22/2013,9/22/2013,M,1,0,1,0,1,0,1,0,1,1
30,9/23/2013,11/24/2013,M,1,0,1,0,1,0,1,0,1,2
39,9/23/2013,6/4/2014,U,0,1,0,0,1,0,1,0,0,2
35,9/23/2013,9/23/2013,M,1,0,1,0,0,1,0,0,1,1
35,9/23/2013,9/8/2014,M,1,0,1,0,0,1,1,0,1,1
34,9/23/2013,11/9/2013,F,0,0,0,1,1,0,1,0,1,2
68,9/23/2013,1/10/2014,M,1,0,0,0,1,0,1,0,1,2
58,9/23/2013,9/24/2013,M,1,0,0,0,1,0,1,0,1,2
31,9/23/2013,7/16/2014,F,1,0,0,1,1,0,1,0,1,1
32,9/23/2013,8/3/2014,F,1,0,1,0,0,1,1,0,1,2
62,9/23/2013,2/14/2014,F,1,0,1,0,1,0,1,0,0,1
29,9/23/2013,8/7/2014,F,1,0,0,0,0,1,1,0,1,2
23,9/24/2013,10/3/2013,U,1,0,0,1,1,0,1,0,1,1
27,9/24/2013,9/26/2013,M,1,0,0,0,0,1,1,0,1,3
27,9/24/2013,2/20/2014,M,1,0,1,0,1,0,1,0,1,1
34,9/24/2013,6/18/2014,U,1,0,1,0,1,0,0,0,0,2
105,9/24/2013,9/30/2013,F,1,0,1,0,1,0,1,0,1,1
23,9/24/2013,9/24/2013,U,1,0,1,0,1,0,1,0,1,1
44,9/24/2013,11/9/2013,F,1,0,1,0,0,1,1,0,1,2
28,9/24/2013,3/14/2014,F,1,0,0,1,1,0,1,0,1,3
35,9/24/2013,10/3/2013,F,1,0,1,0,1,0,1,0,1,3
26,9/24/2013,11/6/2013,F,1,0,1,0,0,1,1,0,1,1
30,9/24/2013,9/27/2013,M,1,0,1,0,1,0,0,1,1,1
37,9/24/2013,10/10/2013,F,1,0,0,1,1,0,1,0,1,1
27,9/24/2013,6/19/2014,M,1,0,1,0,1,0,1,0,1,1
31,9/25/2013,8/30/2014,M,1,0,1,0,1,0,1,0,1,1
24,9/25/2013,10/11/2013,F,1,0,1,0,1,0,1,0,1,1
37,9/25/2013,10/27/2013,M,1,0,0,1,0,1,1,0,1,1
32,9/25/2013,9/26/2013,F,1,0,1,0,1,0,1,0,0,1
28,9/25/2013,2/18/2014,F,1,0,1,0,1,0,0,1,0,2
28,9/25/2013,10/8/2013,M,1,0,0,0,1,0,1,0,1,1
36,9/25/2013,9/25/2013,M,1,0,1,0,1,0,1,0,0,1
105,9/25/2013,10/6/2013,U,1,0,1,0,1,0,1,0,1,3
35,9/25/2013,10/2/2013,F,1,0,1,0,1,0,1,0,1,1
63,9/25/2013,8/25/2014,M,1,0,0,1,1,0,1,0,1,1
30,9/25/2013,3/23/2014,F,1,0,1,0,1,0,1,0,1,1
51,9/25/2013,9/26/2013,F,1,0,1,0,1,0,1,0,1,2
25,9/26/2013,9/26/2013,M,1,0,1,0,1,0,1,0,1,1
23,9/26/2013,10/5/2013,M,1,0,0,1,1,0,1,0,1,2
32,9/26/2013,10/2/2013,F,1,0,1,0,0,1,1,0,1,1
26,9/26/2013,10/1/2013,M,1,0,1,0,0,1,1,0,0,1
29,9/26/2013,12/6/2013,F,1,0,0,1,1,0,1,0,1,1
35,9/26/2013,9/27/2013,F,1,0,1,0,1,0,1,0,1,1
43,9/26/2013,10/6/2013,F,1,0,0,0,1,0,1,0,1,1
36,9/26/2013,8/15/2014,M,1,0,1,0,0,1,0,0,0,1
31,9/26/2013,4/2/2014,M,1,0,1,0,1,0,1,0,1,2
31,9/26/2013,9/26/2013,M,1,0,1,0,1,0,1,0,1,1
38,9/27/2013,9/27/2013,F,1,0,1,0,0,1,1,0,1,1
53,9/27/2013,2/14/2014,F,1,0,1,0,0,1,1,0,1,1
68,9/27/2013,9/30/2013,M,1,0,1,0,1,0,1,0,0,3
30,9/27/2013,10/2/2013,M,1,0,0,1,1,0,1,0,1,3
30,9/27/2013,10/20/2013,U,1,0,1,0,1,0,1,0,1,1
68,9/28/2013,9/29/2013,F,1,0,1,0,0,1,0,0,1,1
34,9/28/2013,10/2/2013,U,1,0,1,0,1,0,0,1,1,3
50,9/28/2013,9/28/2013,F,1,0,0,1,1,0,1,0,1,1
40,9/28/2013,9/28/2013,F,0,0,1,0,0,1,1,0,0,1
19,9/28/2013,11/9/2013,U,1,0,1,0,1,0,1,0,0,0
30,9/28/2013,9/15/2014,F,1,0,1,0,0,1,1,0,0,2
41,9/29/2013,5/22/2014,F,1,0,1,0,0,1,1,0,1,1
25,9/29/2013,9/29/2013,F,1,0,1,0,1,0,1,0,1,1
33,9/29/2013,9/30/2013,M,1,0,1,0,1,0,1,0,1,2
30,9/29/2013,9/29/2013,U,1,0,1,0,1,0,1,0,1,2
37,9/29/2013,9/30/2013,U,1,0,1,0,1,0,1,0,0,2
31,9/29/2013,3/2/2014,M,1,0,1,0,1,0,0,1,1,3
35,9/29/2013,10/1/2013,M,1,0,1,0,0,1,0,1,1,1
28,9/29/2013,5/7/2014,M,1,0,1,0,0,1,1,0,1,1
38,10/28/2013,11/13/2013,M,1,0,0,1,0,1,1,0,1,1
31,9/29/2013,10/1/2013,U,1,0,1,0,1,0,1,0,1,1
41,9/30/2013,4/19/2014,U,1,0,0,0,1,0,1,0,1,3
29,9/30/2013,9/30/2013,M,1,0,0,1,0,1,1,0,1,1
31,9/30/2013,1/17/2014,F,1,0,1,0,0,1,1,0,1,1
37,9/30/2013,6/10/2014,F,1,0,1,0,1,0,1,0,1,1
33,9/30/2013,1/10/2014,F,1,0,1,0,1,0,1,0,1,1
47,9/30/2013,10/1/2013,M,1,0,1,0,0,1,0,0,1,1
28,10/1/2013,10/9/2013,U,1,0,1,0,0,1,1,0,1,1
2014,10/1/2013,10/2/2013,M,1,0,1,0,1,0,1,0,1,2
58,10/1/2013,10/1/2013,M,1,0,1,0,1,0,1,0,1,1
35,10/1/2013,1/23/2014,F,1,0,1,0,1,0,1,0,1,1
53,10/1/2013,9/9/2014,F,1,0,1,0,1,0,1,0,1,1
24,10/1/2013,10/1/2013,M,1,0,0,1,0,1,1,0,1,3
18,10/1/2013,4/17/2014,F,1,0,1,0,1,0,1,0,0,0
47,10/1/2013,10/2/2013,U,1,0,1,0,1,0,1,0,1,1
27,10/2/2013,10/13/2013,U,1,0,1,0,1,0,1,0,1,1
29,10/2/2013,10/2/2013,U,1,0,1,0,1,0,1,0,1,1
25,10/2/2013,10/2/2013,M,1,0,1,0,0,1,1,0,1,1
30,10/2/2013,10/2/2013,M,1,0,1,0,1,0,1,0,1,1
29,10/2/2013,10/4/2013,M,1,0,1,0,0,1,0,0,1,3
26,10/2/2013,10/2/2013,F,1,0,1,0,0,1,1,0,1,1
51,10/2/2013,10/4/2013,F,1,0,0,1,0,1,1,0,1,1
26,10/2/2013,10/7/2013,M,1,0,0,0,0,1,1,0,1,1
33,10/2/2013,10/2/2013,F,0,0,1,0,1,0,1,0,0,1
32,10/2/2013,10/3/2013,F,1,0,1,0,1,0,1,0,1,1
34,10/2/2013,10/5/2013,M,1,0,1,0,0,1,1,0,0,1
32,10/2/2013,10/2/2013,M,1,0,1,0,1,0,1,0,1,1
30,10/2/2013,10/3/2013,U,1,0,1,0,1,0,1,0,1,3
23,10/2/2013,10/13/2013,U,1,0,0,0,1,0,1,0,1,2
23,10/3/2013,2/1/2014,F,1,0,0,0,0,1,1,0,1,1
31,10/3/2013,10/3/2013,U,1,0,1,0,1,0,1,0,1,2
22,10/3/2013,10/21/2013,M,1,0,1,0,1,0,1,0,1,0
37,10/3/2013,10/5/2013,M,1,0,1,0,1,0,1,0,0,3
28,10/3/2013,4/5/2014,M,1,0,1,0,1,0,1,0,1,1
50,10/3/2013,10/3/2013,U,1,0,1,0,1,0,1,0,1,1
45,10/3/2013,4/4/2014,F,1,0,1,0,1,0,1,0,1,1
65,10/3/2013,1/28/2014,U,1,0,1,0,1,0,1,0,1,3
34,10/3/2013,10/3/2013,F,1,0,0,1,0,1,1,0,1,1
